Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
161,,Navy Seals,,,,,,,01st Sep 91,,Action,GB
162,,Ninja Boy,,,,,,,01st Nov 90,,Action,GB
163,,Ninja Boy 2,,,,,,,01st Apr 93,,Action,GB
164,,Ninku,,,,,,,14th Jul 95,,Action,GB
165,,Ninku Dai-2-Tama: Ninku Sensouhen,,,,,,,24th Nov 95,,Action,GB
166,,Nintama Rantarou: Ninjutsu Gakuen ni Nyuugaku Shiyou no Dan,,,,,,,23rd Mar 01,,Action,GB
167,,Oide Rascal,,,,,,,25th Apr 01,,Action,GB
168,,Paperboy,,,,,,,01st Jul 90,,Action,GB
169,,Paperboy (GBC),,,,,,,01st Jan 99,,Action,GB
170,,Paperboy 2,,,,,,,01st Apr 92,,Action,GB
171,,Peke to Poko no Daruman Busters,,,,,,,03rd Aug 91,,Action,GB
172,,Perfect Dark,,,,,,,01st Aug 00,,Action,GB
173,,Planet of the Apes,,,,,,,06th Dec 01,,Action,GB
174,,Power Rangers: Time Force,,,,,,,15th Apr 01,,Action,GB
175,,Prophecy: The Viking Child,,,,,,,01st Jul 92,,Action,GB
176,,Raging Fighter,,,,,,,01st Jun 93,,Action,GB
177,,Rampage 2: Universal Tour,,,,,,,01st Nov 99,,Action,GB
178,,Rampage World Tour,,,,,,,10th Dec 98,,Action,GB
179,,Rats!,,,,,,,01st Dec 98,,Action,GB
180,,Rescue Heroes: Fire Frenzy,,,,,,,01st Jan 01,,Action,GB
181,,Resident Evil Gaiden,,,,,,,03rd Jun 02,,Action,GB
182,,Robin Hood,,,,,,,30th Mar 01,,Action,GB
183,,Robin Hood: Prince of Thieves,,,,,,,01st Jun 93,,Action,GB
184,,Rugrats in Paris: The Movie,,,,,,,01st Nov 00,,Action,GB
185,,Saban's Power Rangers: Lightspeed Rescue,,,,,,,01st Jun 00,,Action,GB
186,,Sakigake!! Otokojuku: Meikoushima Kessen,,,,,,,04th Aug 90,,Action,GB
187,,Samurai Kid,,,,,,,02nd Feb 01,,Action,GB
188,,seaQuest DSV,,,,,,,01st Nov 94,,Action,GB
189,,Serpent,,,,,,,01st Nov 90,,Action,GB
190,,Sgt. Rock: On the Frontline,,,,,,,17th Dec 00,,Action,GB
191,,Shamus,,,,,,,01st Mar 00,,Action,GB
192,,Shelly Club,,,,,,,14th Dec 01,,Action,GB
193,,Shippuu! Iron Leaguer,,,,,,,11th Mar 94,,Action,GB
194,,Soreike! Anpanman: 5tsu no Tou no Ousama,,,,,,,23rd Nov 00,,Action,GB
195,,Soukoban Densetsu: Hikari to Yamo no Kuni,,,,,,,25th Dec 99,,Action,GB
196,,South Park,,,,,,,,,Action,GB
197,,Spanky's Quest,,,,,,,02nd Jul 92,,Action,GB
198,,Spawn,,,,,,,15th Sep 99,,Action,GB
199,,SpongeBob SquarePants: Legend of the Lost Spatula,,,,,,,14th Mar 01,,Action,GB
200,,Spy vs Spy,,,,,,,01st Sep 92,,Action,GB
1,,The Legend of Zelda: Link's Awakening,,3.83m,2.21m,0.96m,0.54m,0.13m,01st Aug 93,,Adventure,GB
2,,Metroid II: Return of Samus,,1.76m,0.85m,0.31m,0.56m,0.04m,26th Aug 91,,Adventure,GB
3,,Final Fantasy Adventure,,0.38m,,,0.38m,,01st Nov 91,,Adventure,GB
4,,Sakura Wars GB,,0.14m,,,0.14m,0.00m,28th Jul 00,,Adventure,GB
5,,Alone in the Dark: The New Nightmare,,,,,,,27th Jun 01,,Adventure,GB
6,,Animorphs,,,,,,,07th Nov 00,,Adventure,GB
7,,Asterix & Obelix (GBC),,,,,,,01st Jan 01,,Adventure,GB
8,,Bounced,,,,,,,01st Jan 90,,Adventure,GB
9,,Card Captor Sakura: Itsumo Sakura-chan to Issho!,,,,,,,15th May 99,,Adventure,GB
10,,Chibi Maruko-Chan 2: Deluxe Maruko World,,,,,,,13th Sep 91,,Adventure,GB
11,,Chicken Run,,,,,,,01st Nov 00,,Adventure,GB
12,,Chou Gals! Kotobuki Ran,,,,,,,26th Jul 01,,Adventure,GB
13,,Dear Daniel no Sweet Adventure: Kitty-Chan o Sagashite,,,,,,,19th Jul 00,,Adventure,GB
14,,Disney's Doug: Doug's Big Game,,,,,,,15th Dec 00,,Adventure,GB
15,,Gambler Densetsu Tetsuya: Shinjuku Tenun-hen,,,,,,,09th Feb 01,,Adventure,GB
16,,Gargoyle's Quest,,,,,,,01st Jul 90,,Adventure,GB
17,,Gerry Anderson's Thunderbirds,,,,,,,12th Feb 93,,Adventure,GB
18,,Gonta no Okiraku Daibouken,,,,,,,29th Sep 00,,Adventure,GB
19,,Grand Theft Auto 2,,,,,,,01st Dec 00,,Adventure,GB
20,,Hana Yori Dango: Another Love Story,,,,,,,27th Jul 01,,Adventure,GB
21,,Hello Kitty no Happy House,,,,,,,02nd Mar 02,,Adventure,GB
22,,Hello Kitty no Sweet Adventure: Daniel Kun ni Aitai,,,,,,,19th Jul 00,,Adventure,GB
23,,Hello Kitty to Dear Daniel no Dream Adventure,,,,,,,14th Apr 01,,Adventure,GB
24,,Hype: The Time Quest,,,,,,,16th Jul 01,,Adventure,GB
25,,Indiana Jones and the Infernal Machine,,,,,,,22nd Mar 01,,Adventure,GB
26,,Kaeru no Tame ni Kane wa Naru,,,,,,,14th Sep 92,,Adventure,GB
27,,Kaijin Zona,,,,,,,21st Oct 00,,Adventure,GB
28,,Kelly Club: Clubhouse Fun,,,,,,,31st Oct 01,,Adventure,GB
29,,LEGO Island 2: The Brickster's Revenge,,,,,,,01st Mar 01,,Adventure,GB
30,,Love Hina Pocket,,,,,,,04th Aug 00,,Adventure,GB
31,,Makaimura Gaiden: The Demon Darkness,,,,,,,16th Apr 93,,Adventure,GB
32,,McDonalds Monogatari: Honobono Tenchou Ikusei Game,,,,,,,20th Jul 01,,Adventure,GB
33,,Meitantei Conan: Chika Yuuenchi Satsujin Jiken,,,,,,,27th Dec 96,,Adventure,GB
34,,Meitantei Conan: Giwaku no Gouka Ressha,,,,,,,07th Aug 98,,Adventure,GB
35,,Meitantei Conan: Karakuri Jiin Satsujin Jiken,,,,,,,24th Feb 00,,Adventure,GB
36,,Meitantei Conan: Kiganshima Hihou Densetsu,,,,,,,31st Mar 00,,Adventure,GB
37,,Meitantei Conan: Norowareta Kouro,,,,,,,01st Jun 01,,Adventure,GB
38,,Mission: Impossible,,,,,,,22nd Feb 00,,Adventure,GB
39,,Pia Carrot e Youkoso!! 2.2,,,,,,,02nd Dec 00,,Adventure,GB
40,,Purikura Pocket 2: Kareshi Kaizou Daisakusen,,,,,,,29th Nov 97,,Adventure,GB
41,,Purikura Pocket 3: Talent Debut Daisakusen,,,,,,,18th Dec 98,,Adventure,GB
42,,Purikura Pocket: Fukanzen Joshikousei Manual,,,,,,,17th Oct 97,,Adventure,GB
43,,Quest for Camelot,,,,,,,01st Dec 98,,Adventure,GB
44,,Ranma 1/2: Netsuretsu Kakutouhen,,,,,,,17th Jul 92,,Adventure,GB
45,,Rescue of Princess Blobette,,,,,,,01st May 91,,Adventure,GB
46,,Rugrats: Totally Angelica,,,,,,,05th May 00,,Adventure,GB
47,,Sakura Wars GB2,,,,,,,06th Dec 01,,Adventure,GB
48,,Scooby-Doo! Classic Creep Capers,,,,,,,20th Feb 01,,Adventure,GB
49,,Space Station Silicon Valley,,,,,,,01st Jan 99,,Adventure,GB
50,,Star Trek: 25th Anniversary,,,,,,,11th Nov 91,,Adventure,GB
51,,Star Wars: Yoda Stories,,,,,,,01st Dec 99,,Adventure,GB
52,,Super Doll Rika-Chan: Kisekae Taisakusen,,,,,,,06th Oct 00,,Adventure,GB
53,,Survival Kids,,,,,,,02nd Nov 99,,Adventure,GB
54,,Survival Kids 2: Dasshutsu! Futago Shima,,,,,,,19th Jul 00,,Adventure,GB
55,,The Fish Files,,,,,,,31st Dec 20,,Adventure,GB
56,,The New Addams Family,,,,,,,17th Dec 01,,Adventure,GB
57,,The Powerpuff Girls: Paint the Townsville Green,,,,,,,01st Nov 00,,Adventure,GB
58,,Tokyo Disneyland: Mickey no Cinderella Shiro Mystery Tour,,,,,,,22nd Dec 95,,Adventure,GB
59,,Walt Disney Pictures Presents: Dinosaur,,,,,,,19th May 00,,Adventure,GB
60,,Warriors of Might and Magic,,,,,,,22nd Dec 00,,Adventure,GB
61,,Yakouchuu GB,,,,,,,22nd Oct 99,,Adventure,GB
1,,Kirby's Pinball Land,,2.19m,0.87m,0.17m,1.10m,0.05m,28th Nov 93,,Misc,GB
2,,Yakuman,,1.28m,,,1.28m,0.00m,21st Apr 89,,Misc,GB
3,,Game & Watch Gallery 2,,1.22m,0.76m,0.30m,0.12m,0.04m,15th Jun 98,,Misc,GB
4,,Game & Watch Gallery 3,,1.22m,0.79m,0.31m,0.08m,0.04m,16th Apr 99,,Misc,GB
5,,Game & Watch Gallery,,1.00m,0.63m,0.25m,0.09m,0.03m,01st May 97,,Misc,GB
6,,Yu-Gi-Oh! Dark Duel Stories,,0.83m,,,0.83m,,18th Mar 02,,Misc,GB
7,,Gameboy Gallery,,0.30m,,,0.30m,0.00m,27th Apr 95,,Misc,GB
8,,4-in-1 Fun Pak,,,,,,,01st Sep 92,,Misc,GB
9,,4-in-1 Funpak: Volume II,,,,,,,01st Aug 93,,Misc,GB
10,,America Oudan Ultra-Quiz,,,,,,,23rd Dec 90,,Misc,GB
11,,America Oudan Ultra-Quiz Part 2,,,,,,,20th Dec 91,,Misc,GB
12,,America Oudan Ultra-Quiz Part 3,,,,,,,27th Nov 92,,Misc,GB
13,,America Oudan Ultra-Quiz Part 4,,,,,,,29th Oct 93,,Misc,GB
14,,Arcade Classic 4: Defender / Joust,,,,,,,01st Oct 95,,Misc,GB
15,,Arcade Classics: Super Breakout / Battlezone,,,,,,,01st Oct 96,,Misc,GB
16,,Arthur's Absolutely Fun Day!,,,,,,,07th Sep 00,,Misc,GB
17,,Backgammon,,,,,,,01st Dec 00,,Misc,GB
18,,Bakenou TV '94,,,,,,,28th Oct 94,,Misc,GB
19,,Bakenou V3,,,,,,,17th Dec 93,,Misc,GB
20,,Battle of Kingdom,,,,,,,13th Dec 91,,Misc,GB
21,,Beauty and the Beast: A Board Game Adventure,,,,,,,25th Oct 99,,Misc,GB
22,,Berlitz French Translator,,,,,,,01st Sep 91,,Misc,GB
23,,Berlitz Spanish Translator,,,,,,,01st Sep 91,,Misc,GB
24,,Blue's Clues: Blue's Alphabet Book,,,,,,,30th Jan 01,,Misc,GB
25,,Burger Burger Pocket,,,,,,,26th Mar 99,,Misc,GB
26,,Caesars Palace,,,,,,,01st Jan 91,,Misc,GB
27,,Caesars Palace II,,,,,,,01st Jul 99,,Misc,GB
28,,Capcom Quiz: Hatena? no Daibouken,,,,,,,21st Dec 90,,Misc,GB
29,,Card Game,,,,,,,15th Jun 90,,Misc,GB
30,,Casino Funpak,,,,,,,01st Jan 95,,Misc,GB
31,,Checkmate,,,,,,,31st Dec 20,,Misc,GB
32,,Chessmaster,,,,,,,15th Nov 99,,Misc,GB
33,,Chibi Maruko-Chan 4: Korega Nippon Dayo! Oujisama,,,,,,,07th Aug 92,,Misc,GB
34,,Chibi Maruko-Chan: Maruko Deluxe Gekijou,,,,,,,26th May 95,,Misc,GB
35,,Collection Pocket,,,,,,,21st Nov 97,,Misc,GB
36,,Cult Jump,,,,,,,10th Sep 93,,Misc,GB
37,,Cult Master: Ultraman ni Miserarete,,,,,,,12th Mar 93,,Misc,GB
38,,Daa! Daa! Daa! Totsuzen * Card de Battle de Uranai!?,,,,,,,08th Dec 00,,Misc,GB
39,,Defender / Joust,,,,,,,01st Mar 99,,Misc,GB
40,,Dejiko no Mahjong Party,,,,,,,08th Dec 00,,Misc,GB
41,,Disney's The Hunchback of Notre Dame,,,,,,,01st Mar 97,,Misc,GB
42,,Disney's The Little Mermaid II Pinball Frenzy,,,,,,,24th Sep 00,,Misc,GB
43,,Doraemon no Study Boy: Gakushuu Kanji Game,,,,,,,12th Jan 01,,Misc,GB
44,,Doraemon no Study Boy: Kanji Yomikaki Master,,,,,,,18th Jul 03,,Misc,GB
45,,Doraemon no Study Boy: Kuku Game,,,,,,,20th Dec 00,,Misc,GB
46,,Doraemon Quiz Boy,,,,,,,28th Apr 00,,Misc,GB
47,,Doraemon Quiz Boy 2,,,,,,,04th Oct 02,,Misc,GB
48,,Double Yakuman,,,,,,,19th Mar 93,,Misc,GB
49,,Double Yakuman II,,,,,,,17th Sep 93,,Misc,GB
50,,Double Yakuman Jr.,,,,,,,19th Aug 93,,Misc,GB
51,,Dungeon Land,,,,,,,15th Dec 92,,Misc,GB
52,,DX Bakenou Z,,,,,,,17th Apr 92,,Misc,GB
53,,Eijukugo Target 1000,,,,,,,28th Mar 97,,Misc,GB
54,,Eiken 2-Kyuu Level no Kaiwa Hyuugen 333,,,,,,,31st Oct 97,,Misc,GB
55,,Eitango Target 1900,,,,,,,13th Dec 96,,Misc,GB
56,,Ename Asatarou + Oshima Takeo no Jissen Mahjong Kyoushitsu,,,,,,,25th Dec 98,,Misc,GB
57,,Fairy Kitty no Kaiun Jiten: Yousei no Kuni no Uranai Shugyou,,,,,,,11th Dec 98,,Misc,GB
58,,Gaia Master Duel Card Attacks,,,,,,,29th Jun 01,,Misc,GB
59,,Gakken Kanyouku Kotowaza 210,,,,,,,30th Jan 98,,Misc,GB
60,,Gakken Rekishi 512,,,,,,,29th May 98,,Misc,GB
61,,Gakken Shiaza Jukugo 288,,,,,,,30th Jan 98,,Misc,GB
62,,Game Boy Camera,,,,,,,01st Aug 98,,Misc,GB
63,,Ganbare Goemon: Mononoke Sugoroku,,,,,,,16th Dec 99,,Misc,GB
64,,GB Pachi-Slot Hisshouhou Jr.,,,,,,,29th Jul 94,,Misc,GB
65,,Genjin Collection,,,,,,,22nd Nov 96,,Misc,GB
66,,Go! Go! Hitchhike,,,,,,,10th Jul 98,,Misc,GB
67,,Gobs of Games,,,,,,,01st Sep 00,,Misc,GB
68,,Gyogun Tanchiki: Pocket Sonar,,,,,,,24th Jul 98,,Misc,GB
69,,Hayaoshi Quiz: Ouza Ketteisen,,,,,,,31st Jul 98,,Misc,GB
70,,Hero Shuugou!! Pinball Party,,,,,,,12th Jan 90,,Misc,GB
71,,High Stakes Gambling,,,,,,,02nd Jan 92,,Misc,GB
72,,Hon Shogi,,,,,,,25th Nov 94,,Misc,GB
73,,Honkaku Shogi: Shogi Ou,,,,,,,13th Nov 98,,Misc,GB
74,,Ide Yosuke no Mahjong Kyositsu GB,,,,,,,30th Jun 00,,Misc,GB
75,,InfoGenius Productivity Pak: Frommer's Travel Guide,,,,,,,02nd Sep 91,,Misc,GB
76,,InfoGenius Productivity Pak: Personal Organizer and Phone Book,,,,,,,02nd Sep 91,,Misc,GB
77,,InfoGenius Productivity Pak: Spell Checker and Calculator,,,,,,,02nd Sep 91,,Misc,GB
78,,Ippatsu Gyakuten: DX Bakenou,,,,,,,17th May 91,,Misc,GB
79,,Ishida Masao no Tsumego Paradise,,,,,,,21st Dec 90,,Misc,GB
80,,Jaguar Mishin Sashi Senyou Soft: Mario Family,,,,,,,10th Sep 01,,Misc,GB
81,,Janshirou,,,,,,,27th Mar 92,,Misc,GB
82,,Janshirou 2,,,,,,,18th Mar 94,,Misc,GB
83,,Jantaku Boy,,,,,,,24th Jan 92,,Misc,GB
84,,Jeopardy!,,,,,,,01st Mar 91,,Misc,GB
85,,Jeopardy! Platinum Edition,,,,,,,01st Dec 96,,Misc,GB
86,,Jeopardy! Sports Edition,,,,,,,01st May 94,,Misc,GB
87,,Jeopardy! Teen Tournament,,,,,,,01st Dec 96,,Misc,GB
88,,Jim Henson's Bear in the Big Blue House,,,,,,,21st Mar 02,,Misc,GB
89,,Jimmy White's Cue Ball,,,,,,,22nd Dec 00,,Misc,GB
90,,Jinsei Game,,,,,,,23rd Jun 95,,Misc,GB
91,,Jinsei Game Densetsu,,,,,,,28th Jun 91,,Misc,GB
92,,Kanji Boy,,,,,,,03rd Jun 99,,Misc,GB
93,,Kanji Boy 2,,,,,,,30th Jun 00,,Misc,GB
94,,Kanji Boy 3,,,,,,,05th Jun 03,,Misc,GB
95,,Kidou Senkan Nadesico: Ruriruri Mahjong,,,,,,,24th Dec 99,,Misc,GB
96,,King James Bible,,,,,,,01st Jan 94,,Misc,GB
97,,Kisekae Series 2: Oshare Nikki,,,,,,,23rd Mar 01,,Misc,GB
98,,Konami GB Collection 3,,,,,,,19th Feb 98,,Misc,GB
99,,Konami GB Collection Vol. 1,,,,,,,25th Sep 97,,Misc,GB
100,,Konami GB Collection Vol. 2,,,,,,,11th Dec 97,,Misc,GB
101,,Konami GB Collection Vol. 4,,,,,,,19th Mar 98,,Misc,GB
102,,Koukou Nyuushideru Jun: Chuugaku Eijukugo 350,,,,,,,25th Jul 97,,Misc,GB
103,,Koukou Nyuushideru Jun: Chuugaku Eitango 1700,,,,,,,27th Jun 97,,Misc,GB
104,,Koukou Nyuushideru Jun: Kanji Mondai no Seifuku,,,,,,,29th Aug 97,,Misc,GB
105,,Koukou Nyuushideru Jun: Rekishi Nendai Anki Point 240,,,,,,,26th Sep 97,,Misc,GB
106,,Koukou Nyuushideru Jun: Rika Anki Point 250,,,,,,,01st Oct 97,,Misc,GB
107,,Las Vegas Cool Hand,,,,,,,01st Dec 98,,Misc,GB
108,,Mahjong Quest,,,,,,,23rd Dec 98,,Misc,GB
109,,Mary-Kate and Ashley: Pocket Planner,,,,,,,29th Nov 00,,Misc,GB
110,,Midway presents Arcade Hits: Moon Patrol / Spy Hunter,,,,,,,28th Apr 99,,Misc,GB
111,,Monopoly,,,,,,,01st Dec 91,,Misc,GB
112,,Namco Gallery Vol. 1,,,,,,,21st Jul 96,,Misc,GB
113,,Namco Gallery Vol. 2,,,,,,,29th Nov 96,,Misc,GB
114,,Namco Gallery Vol. 3,,,,,,,25th Jul 97,,Misc,GB
115,,New Ghostbusters II,,,,,,,01st Jan 90,,Misc,GB
116,,Nichibutsu Mahjong: Yoshimoto Gekijou,,,,,,,18th Nov 94,,Misc,GB
117,,Nihonshi Target 201,,,,,,,13th Dec 96,,Misc,GB
118,,NIV Bible & the 20 Lost Levels of Joshua,,,,,,,01st Jan 96,,Misc,GB
119,,Oddworld: Abe's Exoddus,,,,,,,01st Jan 00,,Misc,GB
120,,Oddworld: Abe's Oddysee,,,,,,,01st Jan 98,,Misc,GB
121,,Othello,,,,,,,01st Jan 90,,Misc,GB
122,,Othello Millennium,,,,,,,08th Oct 99,,Misc,GB
123,,Othello World,,,,,,,30th Sep 94,,Misc,GB
124,,Pachinko CR Mouretsu Genjin T,,,,,,,04th Jun 99,,Misc,GB
125,,Panel Action Bingo,,,,,,,01st Nov 93,,Misc,GB
126,,Panel DE Naruto,,,,,,,10th Sep 93,,Misc,GB
127,,Pinball Dreams,,,,,,,01st Aug 93,,Misc,GB
128,,Pinball Fantasies,,,,,,,01st Feb 95,,Misc,GB
129,,Pocket Color Mahjong,,,,,,,22nd Dec 99,,Misc,GB
130,,Pocket Color Trump,,,,,,,22nd Dec 99,,Misc,GB
131,,Pocket Hanafuda,,,,,,,11th Jun 99,,Misc,GB
132,,Pocket Mahjong,,,,,,,25th Jul 97,,Misc,GB
133,,Pocket Music,,,,,,,22nd Feb 02,,Misc,GB
134,,Quiz Sekai wa Show by Shoubai!!,,,,,,,07th Aug 92,,Misc,GB
135,,Radar Mission,,,,,,,01st Feb 91,,Misc,GB
136,,Record of Lodoss War: Eiyuu Kishiden GB,,,,,,,11th Dec 98,,Misc,GB
137,,Revenge of the 'Gator,,,,,,,18th Oct 89,,Misc,GB
138,,Sakata Goro Kudan no Renju Kyoushitsu,,,,,,,25th Jun 99,,Misc,GB
139,,Sanrio Uranai Party,,,,,,,05th Dec 97,,Misc,GB
140,,Scotland Yard,,,,,,,07th Dec 90,,Misc,GB
141,,Scrabble,,,,,,,30th Nov 01,,Misc,GB
142,,Seipoi Densetsu,,,,,,,14th Apr 00,,Misc,GB
143,,Sesame Street: Elmo's 123s,,,,,,,01st Mar 99,,Misc,GB
144,,Sesame Street: Elmo's ABCs,,,,,,,01st Mar 99,,Misc,GB
145,,Shaman King Chou Senjiryokketsu: Meramera/Funbari Version,,,,,,,21st Dec 01,,Misc,GB
146,,Shikakei Atama o Kore Kusuru,,,,,,,26th Jun 98,,Misc,GB
147,,Shin Megami Tensei Trading Card: Card Summoner,,,,,,,27th Jul 01,,Misc,GB
148,,Shinseiki Evangelion Mahjong Hokan Keikaku,,,,,,,29th Sep 00,,Misc,GB
149,,Shogi,,,,,,,19th Dec 89,,Misc,GB
150,,Shogi 2,,,,,,,19th Mar 99,,Misc,GB
151,,Shogi 3,,,,,,,24th Dec 01,,Misc,GB
152,,Side Pocket,,,,,,,01st Nov 90,,Misc,GB
153,,Solitaire FunPak,,,,,,,01st Nov 94,,Misc,GB
154,,Super Me-Mail GB: Me-Mail Bear no Happy Mail Town,,,,,,,01st Dec 00,,Misc,GB
155,,Super Robot Pinball,,,,,,,23rd Feb 01,,Misc,GB
156,,Super Scrabble,,,,,,,01st Mar 91,,Misc,GB
157,,Sylvania Melody: Mori no Nakama to Odori Mashi!,,,,,,,17th Mar 00,,Misc,GB
158,,Taito Variety Pack,,,,,,,28th Feb 97,,Misc,GB
159,,Tanimura Hitoshi no Don Quixote ga Iku,,,,,,,11th Aug 00,,Misc,GB
160,,Tokoro's Mahjong Jr.,,,,,,,22nd Dec 94,,Misc,GB
161,,Tootuff,,,,,,,15th Jun 01,,Misc,GB
162,,Trump Boy,,,,,,,29th Mar 90,,Misc,GB
163,,Trump Boy II,,,,,,,09th Nov 90,,Misc,GB
164,,Trump Collection GB,,,,,,,28th Nov 97,,Misc,GB
165,,TV Champion,,,,,,,28th Oct 94,,Misc,GB
166,,UNO,,,,,,,16th Dec 99,,Misc,GB
167,,UNO 2: Small World,,,,,,,03rd Mar 95,,Misc,GB
168,,UNO: Small World,,,,,,,26th Nov 93,,Misc,GB
169,,Vegas Games,,,,,,,01st Feb 00,,Misc,GB
170,,Vegas Stakes,,,,,,,01st Jan 95,,Misc,GB
171,,Warauinu no Bouken GB: Silly Go Lucky!,,,,,,,23rd Feb 01,,Misc,GB
172,,Wheel of Fortune,,,,,,,01st Sep 90,,Misc,GB
173,,Winnie the Pooh: Adventures in the 100 Acre Wood,,,,,,,01st Apr 00,,Misc,GB
174,,Yamakawa Ichimonittou Nihonshi B Yougo Mondaishuu,,,,,,,22nd Apr 98,,Misc,GB
175,,Yamakawa Ichimonittou Sekaishi B Yougo Mondaishuu,,,,,,,20th Mar 98,,Misc,GB
176,,"Ys: Celceta, Sea of Trees",,,,,,,01st Oct 95,,Misc,GB
177,,Z-Kai Kyuukyoku no Eigo Koubun 285,,,,,,,28th Nov 97,,Misc,GB
178,,Z-Kai Kyuukyoku no Eijukugo 1017,,,,,,,01st Oct 97,,Misc,GB
179,,Z-Kai Kyuukyoku no Eitango 1500,,,,,,,11th Jul 97,,Misc,GB
1,,Super Mario Land,,18.14m,10.83m,2.71m,4.18m,0.42m,01st Aug 89,,Platform,GB
2,,Super Mario Land 2: 6 Golden Coins,,11.18m,6.16m,2.04m,2.69m,0.29m,02nd Nov 92,,Platform,GB
3,,Super Mario Land 3: Wario Land,,5.19m,2.49m,0.98m,1.57m,0.15m,09th Feb 94,,Platform,GB
4,,Kirby's Dream Land,,5.13m,2.71m,0.61m,1.70m,0.11m,01st Aug 92,,Platform,GB
5,,Super Mario Bros. Deluxe,,5.07m,3.40m,1.30m,0.15m,0.22m,30th Apr 99,,Platform,GB
6,,Donkey Kong Land,,3.91m,1.97m,0.76m,1.07m,0.11m,26th Jul 95,,Platform,GB
7,,Donkey Kong,,3.07m,1.57m,0.62m,0.55m,0.34m,01st Jun 94,,Platform,GB
8,,Kirby's Dream Land 2,,2.36m,0.69m,0.14m,1.48m,0.05m,01st May 95,,Platform,GB
9,,Donkey Kong Land 2,,2.35m,1.39m,0.48m,0.40m,0.08m,01st Sep 96,,Platform,GB
10,,Wario Land 3,,2.20m,1.11m,0.51m,0.34m,0.23m,01st May 00,,Platform,GB
11,,Wario Land II,,1.48m,0.70m,0.35m,0.39m,0.04m,02nd Mar 98,,Platform,GB
12,,Disney's DuckTales,,1.43m,0.82m,0.23m,0.35m,0.03m,01st Nov 90,,Platform,GB
13,,Donkey Kong Land III,,1.03m,0.68m,0.31m,,0.04m,01st Sep 97,,Platform,GB
14,,Mega Man II,,0.28m,,,0.28m,,29th Jan 92,,Platform,GB
15,,Mega Man: Dr. Wily's Revenge,,0.28m,,,0.28m,,01st Dec 91,,Platform,GB
16,,Batman,,,,,,,01st Jun 90,,Platform,GB
17,,Wario Land II (GBC),,0.38m,,,0.38m,,02nd Mar 99,,Platform,GB
18,,Donkey Kong GB: Dinky Kong & Dixie Kong,,0.28m,,,0.28m,0.00m,28th Jan 00,,Platform,GB
19,,Mega Man III,,0.18m,,,0.18m,,01st Jan 92,,Platform,GB
20,,Mega Man IV,,0.13m,,,0.13m,,01st Jan 93,,Platform,GB
21,,Mega Man Xtreme,,0.07m,,,0.07m,,11th Jan 01,,Platform,GB
22,,Mega Man Xtreme 2,,0.07m,,,0.07m,,30th Oct 01,,Platform,GB
23,,A Bug's Life,,,,,,,31st Mar 99,,Platform,GB
24,,Adventure Island,,,,,,,01st Feb 92,,Platform,GB
25,,Adventure Island II: Aliens in Paradise,,,,,,,01st Feb 93,,Platform,GB
26,,Alfred Chicken,,,,,,,01st Feb 94,,Platform,GB
27,,Alfred's Adventure,,,,,,,01st Sep 00,,Platform,GB
28,,Animaniacs,,,,,,,01st Jul 95,,Platform,GB
29,,Asterix,,,,,,,01st Jan 93,,Platform,GB
30,,Asterix & Obelix,,,,,,,01st Jan 95,,Platform,GB
31,,Asterix: Search for Dogmatix,,,,,,,31st May 00,,Platform,GB
32,,Avenging Spirit,,,,,,,01st Dec 92,,Platform,GB
33,,Baby Felix Halloween,,,,,,,19th Dec 01,,Platform,GB
34,,Baby T-Rex,,,,,,,01st Jan 93,,Platform,GB
35,,Balloon Kid,,,,,,,01st Oct 90,,Platform,GB
36,,Barbie Game Girl,,,,,,,01st Oct 92,,Platform,GB
37,,Bart Simpson's Escape From Camp Deadly,,,,,,,01st Nov 91,,Platform,GB
38,,Batman: Return of the Joker,,,,,,,01st May 92,,Platform,GB
39,,Beetlejuice,,,,,,,01st Jan 92,,Platform,GB
40,,Bill & Ted's Excellent Game Boy Adventure,,,,,,,01st Aug 91,,Platform,GB
41,,Bionic Commando,,,,,,,01st Sep 92,,Platform,GB
42,,Bonk's Adventure,,,,,,,01st Dec 92,,Platform,GB
43,,Bonk's Revenge,,,,,,,01st Nov 94,,Platform,GB
44,,Bubble Bobble,,,,,,,01st Mar 91,,Platform,GB
45,,Bubsy II,,,,,,,01st Jan 94,,Platform,GB
46,,Bugs Bunny Collection,,,,,,,19th Dec 97,,Platform,GB
47,,Bugs Bunny In Crazy Castle 4,,,,,,,01st Jul 00,,Platform,GB
48,,Bugs Bunny: Crazy Castle 3,,,,,,,01st Jan 99,,Platform,GB
49,,Castlevania II: Belmont's Revenge,,,,,,,01st Aug 91,,Platform,GB
50,,Castlevania Legends,,,,,,,11th Mar 98,,Platform,GB
51,,Castlevania: The Adventure,,,,,,,01st Dec 89,,Platform,GB
52,,Catwoman,,,,,,,01st Dec 99,,Platform,GB
53,,Chuck Rock,,,,,,,01st Dec 93,,Platform,GB
54,,Cliffhanger,,,,,,,01st Dec 93,,Platform,GB
55,,Commander Keen,,,,,,,30th May 01,,Platform,GB
56,,Conker's Pocket Tales,,,,,,,08th Jun 99,,Platform,GB
57,,Cool Spot,,,,,,,01st Oct 94,,Platform,GB
