Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
14,,Advanced Dungeons & Dragons: DragonStrike,,,,,,,01st Jul 92,,Role-Playing,NES
15,,Advanced Dungeons & Dragons: Heroes of the Lance,,,,,,,01st Jan 91,,Role-Playing,NES
16,,Advanced Dungeons & Dragons: Pool of Radiance,,,,,,,01st Apr 92,,Role-Playing,NES
17,,BikkuriMan World: Gekitou Sei Senshi,,,,,,,27th Jul 90,,Role-Playing,NES
18,,Crystalis,,,,,,,01st Jul 90,,Role-Playing,NES
19,,Deadly Towers,,,,,,,01st Sep 87,,Role-Playing,NES
20,,Deep Dungeon (FDS),,,,,,,19th Dec 86,,Role-Playing,NES
21,,Destiny of an Emperor,,,,,,,01st Sep 90,,Role-Playing,NES
22,,Digital Devil Story: Megami Tensei,,,,,,,11th Sep 87,,Role-Playing,NES
23,,Digital Devil Story: Megami Tensei II,,,,,,,06th Apr 90,,Role-Playing,NES
24,,Doraemon: Giga Zombie no Gyakushuu,,,,,,,14th Sep 90,,Role-Playing,NES
25,,Dragon Ball 3: Gokuuden,,,,,,,27th Oct 89,,Role-Playing,NES
26,,Dragon Ball Z Gaiden: Saiyajin Zetsumetsu Keikaku,,,,,,,06th Aug 93,,Role-Playing,NES
27,,Dragon Ball Z II: Gekigami Freeza!!,,,,,,,10th Aug 91,,Role-Playing,NES
28,,Dragon Ball Z III: Ressen Jinzou Ningen,,,,,,,07th Aug 92,,Role-Playing,NES
29,,Dragon Ball Z: Kyoushuu! Saiyajin,,,,,,,27th Oct 90,,Role-Playing,NES
30,,Dragon Buster II: Yami no Fuuin,,,,,,,27th Apr 89,,Role-Playing,NES
31,,Dragon Scroll: Yomigaerishi Maryuu,,,,,,,04th Dec 87,,Role-Playing,NES
32,,Dream Master,,,,,,,22nd Sep 92,,Role-Playing,NES
33,,Dungeon KiD,,,,,,,31st Aug 90,,Role-Playing,NES
34,,Dungeon Magic: Swords of the Elements,,,,,,,01st Jul 90,,Role-Playing,NES
35,,EarthBound Beginnings,,,,,,,27th Jul 89,,Role-Playing,NES
36,,Esper Dream 2: Aratanaru Tatakai,,,,,,,26th Jun 92,,Role-Playing,NES
37,,Faria: A World of Mystery & Danger!,,,,,,,01st Jun 91,,Role-Playing,NES
38,,Faxanadu,,,,,,,01st Aug 89,,Role-Playing,NES
39,,Ganbare Goemon Gaiden 2: Tenka no Zaihou,,,,,,,03rd Jan 92,,Role-Playing,NES
40,,Genpei Toumaden,,,,,,,21st Oct 88,,Role-Playing,NES
41,,Ghost Lion,,,,,,,01st Oct 92,,Role-Playing,NES
42,,Goemon Ganbare Gaiden: Kieta Ougon Kiseru,,,,,,,05th Jan 90,,Role-Playing,NES
43,,Hanjuku Hero,,,,,,,02nd Dec 88,,Role-Playing,NES
44,,Heracles no Eikou II: Titan no Metsubou,,,,,,,23rd Dec 89,,Role-Playing,NES
45,,Heracles no Eikou: Toujin Makyouden,,,,,,,12th Jun 87,,Role-Playing,NES
46,,Hokuto no Ken 3: Shinseiki Souzou Seiken Retsuden,,,,,,,19th Oct 89,,Role-Playing,NES
47,,Hokuto no Ken 4: Shichisei Hakenden: Hokuto Shinken no Kanata e,,,,,,,29th Mar 91,,Role-Playing,NES
48,,Hydlide,,,,,,,01st Jun 89,,Role-Playing,NES
49,,Hydlide 3: Yami Kara no Houmonsha,,,,,,,17th Feb 89,,Role-Playing,NES
50,,Jikuu Yuten: Debias,,,,,,,27th Nov 87,,Role-Playing,NES
51,,Just Breed,,,,,,,15th Dec 92,,Role-Playing,NES
52,,Juvei Quest,,,,,,,04th Jan 91,,Role-Playing,NES
53,,Kaijuu Monogatari,,,,,,,18th Nov 88,,Role-Playing,NES
54,,King of Kings (Namco),,,,,,,09th Dec 88,,Role-Playing,NES
55,,La Salle Ishii no Child's Quest,,,,,,,23rd Jun 89,,Role-Playing,NES
56,,Legacy of the Wizard,,,,,,,01st Apr 89,,Role-Playing,NES
57,,Little Ninja Brothers,,,,,,,01st Dec 90,,Role-Playing,NES
58,,Maharaja,,,,,,,29th Sep 89,,Role-Playing,NES
59,,Majin Eiyuuden Wataru Gaiden,,,,,,,23rd Mar 90,,Role-Playing,NES
60,,Metal Max,,,,,,,24th May 91,,Role-Playing,NES
61,,Might & Magic: Secret of the Inner Sanctum,,,,,,,01st Aug 92,,Role-Playing,NES
62,,Monster Maker: 7-tsu no Hihou,,,,,,,20th Dec 91,,Role-Playing,NES
63,,Mouryou Senki Madara,,,,,,,30th Mar 90,,Role-Playing,NES
64,,Radia Senki: Reimeihen,,,,,,,15th Nov 91,,Role-Playing,NES
65,,Saint Seiya: Ougon Densetsu,,,,,,,01st Jan 87,,Role-Playing,NES
66,,Saint Seiya: Ougon Densetsu Kanketsu Hen,,,,,,,30th May 88,,Role-Playing,NES
67,,Sanada Juu Yuushi,,,,,,,27th Jun 88,,Role-Playing,NES
68,,Sansara Naga,,,,,,,23rd Mar 90,,Role-Playing,NES
69,,SD Gundam Gaiden: Knight Gundam Monogatari,,,,,,,11th Aug 90,,Role-Playing,NES
70,,SD Gundam Gaiden: Knight Gundam Monogatari 2: Hikari no Kishi,,,,,,,12th Oct 91,,Role-Playing,NES
71,,SD Gundam Gaiden: Knight Gundam Monogatari 3: Densetsu no Kishi Dan,,,,,,,23rd Oct 92,,Role-Playing,NES
72,,Spelunker II: Yuushahe no Chousen,,,,,,,18th Sep 87,,Role-Playing,NES
73,,Spiritual Warfare,,,,,,,01st Jan 92,,Role-Playing,NES
74,,Square's Tom Sawyer,,,,,,,19th Mar 89,,Role-Playing,NES
75,,Sukeban Deka III,,,,,,,22nd Jan 88,,Role-Playing,NES
76,,Sweet Home,,,,,,,15th Dec 89,,Role-Playing,NES
77,,Sword of Kalin (FDS),,,,,,,02nd Oct 87,,Role-Playing,NES
78,,Swords and Serpents,,,,,,,01st Aug 90,,Role-Playing,NES
79,,Sylviana: Ai Ippai no Boukensha (FDS),,,,,,,10th Aug 88,,Role-Playing,NES
80,,Tenchi o Kurau II: Shokatsu Koumei Den,,,,,,,05th Apr 91,,Role-Playing,NES
81,,Tenkaichi Bushi: Keru Naguru,,,,,,,21st Jul 89,,Role-Playing,NES
82,,The Bard's Tale,,,,,,,01st Nov 91,,Role-Playing,NES
83,,The Immortal,,,,,,,01st Nov 90,,Role-Playing,NES
84,,The Magic of Scheherazade,,,,,,,01st Dec 89,,Role-Playing,NES
85,,The Tower of Druaga,,,,,,,06th Aug 85,,Role-Playing,NES
86,,Times of Lore,,,,,,,01st May 91,,Role-Playing,NES
87,,Tombs & Treasure,,,,,,,01st Jun 91,,Role-Playing,NES
88,,Ultima: Exodus,,,,,,,01st Feb 89,,Role-Playing,NES
89,,Ultima: Quest of the Avatar,,,,,,,01st Dec 90,,Role-Playing,NES
90,,Ultima: Warriors of Destiny,,,,,,,01st Jan 93,,Role-Playing,NES
91,,Ultraman Club 2: Kitte Kita Ultraman Club,,,,,,,07th Apr 90,,Role-Playing,NES
92,,Ultraman Club 3: Mata Mata Shiyutsugeki!! Ultra Kyoudai,,,,,,,29th Dec 91,,Role-Playing,NES
93,,Ultraman Club: Chikyuu Dakkan Sakusen (FDS),,,,,,,22nd Oct 88,,Role-Playing,NES
94,,Valkyrie no Bouken: Toki no Kagi Densetsu,,,,,,,01st Aug 86,,Role-Playing,NES
95,,Willow,,,,,,,01st Dec 89,,Role-Playing,NES
96,,Wizardry II: Legacy of Llylgamyn - The Third Scenario,,,,,,,21st Feb 89,,Role-Playing,NES
97,,Wizardry: Knight of Diamonds - The Second Scenario,,,,,,,01st Apr 92,,Role-Playing,NES
98,,Wizardry: Legacy of Llylgamyn - The Third Scenario,,,,,,,21st Feb 89,,Role-Playing,NES
99,,Wizardry: Proving Grounds of the Mad Overlord,,,,,,,01st Jan 87,,Role-Playing,NES
100,,Ys,,,,,,,26th Aug 88,,Role-Playing,NES
101,,Ys II,,,,,,,25th May 90,,Role-Playing,NES
102,,Ys III: Wanderers from Ys,,,,,,,27th Sep 91,,Role-Playing,NES
103,,Zoids 2: Zenebasu no Gyakushuu,,,,,,,27th Jan 89,,Role-Playing,NES
104,,Zoids: Chuuou Tairiku no Tatakai,,,,,,,05th Sep 87,,Role-Playing,NES
105,,Zombie Hunter,,,,,,,,,Role-Playing,NES
1,,Kung Fu,,3.50m,1.64m,0.38m,1.42m,0.06m,01st Oct 85,,Action,NES
2,,Teenage Mutant Ninja Turtles II: The Arcade Game,,2.23m,1.74m,0.25m,0.21m,0.03m,01st Dec 90,,Action,NES
3,,Teenage Mutant Ninja Turtles III: The Manhattan Project,,1.39m,1.05m,0.17m,0.15m,0.02m,01st Feb 92,,Action,NES
4,,Doraemon,,1.15m,,,1.15m,0.00m,12th Dec 86,,Action,NES
5,,Commando,,1.14m,0.71m,0.16m,0.25m,0.03m,01st Nov 86,,Action,NES
6,,Nazo no Murasame-Jou (FDS),,0.57m,,,0.57m,,14th Apr 86,,Action,NES
7,,Jurassic Park,,0.36m,0.25m,0.10m,,0.01m,01st Jun 93,,Action,NES
8,,Spy vs Spy,,,,,,,01st Jan 88,,Action,NES
9,,Adventures in the Magic Kingdom,,,,,,,01st Jun 90,,Action,NES
10,,Adventures of Tom Sawyer,,,,,,,01st Aug 89,,Action,NES
11,,Airwolf,,,,,,,01st Jun 89,,Action,NES
12,,Alien Syndrome,,,,,,,01st Jan 88,,Action,NES
13,,Arkista´s Ring,,,,,,,01st Jan 89,,Action,NES
14,,Asterix,,,,,,,01st Jan 93,,Action,NES
15,,Astyanax,,,,,,,01st Mar 90,,Action,NES
16,,Attack of the Killer Tomatoes,,,,,,,01st Jan 92,,Action,NES
17,,Back to the Future,,,,,,,01st Sep 89,,Action,NES
18,,Bad Dudes,,,,,,,01st Jul 90,,Action,NES
19,,Bad Street Brawler,,,,,,,01st Sep 89,,Action,NES
20,,Ballblazer,,,,,,,04th Mar 88,,Action,NES
21,,Batman Returns,,,,,,,01st Jan 93,,Action,NES
22,,Battle City,,,,,,,09th Sep 85,,Action,NES
23,,Battletoads,,,,,,,01st Jun 91,,Action,NES
24,,Battletoads / Double Dragon,,,,,,,01st Jan 93,,Action,NES
25,,Bee 52,,,,,,,01st Jan 92,,Action,NES
26,,Bill & Ted's Excellent Video Game Adventure,,,,,,,01st Aug 91,,Action,NES
27,,Binary Land,,,,,,,19th Dec 85,,Action,NES
28,,Bio Senshi Dan: Increaser tono Tatakai,,,,,,,22nd Sep 87,,Action,NES
29,,Bram Stoker's Dracula,,,,,,,01st Sep 93,,Action,NES
30,,Cabal,,,,,,,01st Jun 90,,Action,NES
31,,Captain America and the Avengers,,,,,,,01st Dec 91,,Action,NES
32,,Castle of Dragon,,,,,,,01st Jun 90,,Action,NES
33,,Challenge of the Dragon,,,,,,,01st Jan 90,,Action,NES
34,,Challenger,,,,,,,,,Action,NES
35,,Cheetahmen II,,,,,,,01st Jan 93,,Action,NES
36,,Chester Field: Ankoku Shin heno Chousen,,,,,,,30th Jul 87,,Action,NES
37,,Chubby Cherub,,,,,,,01st Jan 86,,Action,NES
38,,Circus Caper,,,,,,,01st Jul 90,,Action,NES
39,,Circus Charlie,,,,,,,04th Mar 86,,Action,NES
40,,Cobra Triangle,,,,,,,01st Jul 89,,Action,NES
41,,Code Name: Viper,,,,,,,01st Mar 90,,Action,NES
42,,Conan,,,,,,,01st Feb 91,,Action,NES
43,,Cowboy Kid,,,,,,,01st Jan 92,,Action,NES
44,,Crackout,,,,,,,01st Jan 91,,Action,NES
45,,Crazy Climber,,,,,,,26th Dec 86,,Action,NES
46,,Darkman,,,,,,,01st Oct 91,,Action,NES
47,,Dash Galaxy in the Alien Asylum,,,,,,,01st Feb 90,,Action,NES
48,,Deathbots,,,,,,,01st Jan 90,,Action,NES
49,,Defenders of Dynatron City,,,,,,,01st Jul 92,,Action,NES
50,,Demon Sword,,,,,,,16th Jan 90,,Action,NES
51,,Destination Earthstar,,,,,,,01st Feb 90,,Action,NES
52,,Devil Man,,,,,,,25th Apr 89,,Action,NES
53,,Dick Tracy,,,,,,,01st Aug 90,,Action,NES
54,,Die Hard,,,,,,,01st Jan 92,,Action,NES
55,,Dirty Harry,,,,,,,01st Dec 90,,Action,NES
56,,Donald Land,,,,,,,29th Jan 88,,Action,NES
57,,Double Dragon,,,,,,,01st Jun 88,,Action,NES
58,,Double Dragon II: The Revenge,,,,,,,01st Jan 90,,Action,NES
59,,Double Dragon III: The Sacred Stones,,,,,,,01st Feb 91,,Action,NES
60,,Dough Boy,,,,,,,11th Dec 85,,Action,NES
61,,Downtown Special: Kunio-kun no Jidaigeki Dayo Zenin Shuugou!,,,,,,,26th Jul 91,,Action,NES
62,,Dr. Jekyll and Mr. Hyde,,,,,,,01st Apr 89,,Action,NES
63,,Dragon Fighter,,,,,,,01st Jan 92,,Action,NES
64,,Dragon Power,,,,,,,01st Mar 88,,Action,NES
65,,Dudes with Attitude,,,,,,,01st Jan 90,,Action,NES
66,,Dynowarz: The Destruction of Spondylus,,,,,,,01st Apr 90,,Action,NES
67,,Firehawk,,,,,,,01st Jan 91,,Action,NES
68,,Fist of the North Star,,,,,,,01st Apr 89,,Action,NES
69,,Flight of the Intruder,,,,,,,01st May 91,,Action,NES
70,,Flying Warriors,,,,,,,01st Feb 91,,Action,NES
71,,Frankenstein: The Monster Returns,,,,,,,01st Jul 91,,Action,NES
72,,Friday the 13th,,,,,,,01st Feb 89,,Action,NES
73,,Fun House,,,,,,,01st Jan 91,,Action,NES
74,,Gauntlet,,,,,,,01st Jan 87,,Action,NES
75,,Gauntlet (Non Licensed),,,,,,,01st Jan 87,,Action,NES
76,,Gauntlet II,,,,,,,01st Sep 90,,Action,NES
77,,Ghostbusters,,,,,,,01st Oct 88,,Action,NES
78,,Ghostbusters II,,,,,,,01st Apr 90,,Action,NES
79,,Godzilla: Monster of Monsters!,,,,,,,01st Oct 90,,Action,NES
80,,Golgo 13: Top Secret Episode,,,,,,,01st Sep 88,,Action,NES
81,,Great Battle Cyber,,,,,,,25th Dec 92,,Action,NES
82,,Gremlins 2: The New Batch,,,,,,,01st Oct 90,,Action,NES
83,,Heavy Barrel,,,,,,,01st Mar 90,,Action,NES
84,,Heisei Tensai Bakabon,,,,,,,06th Dec 91,,Action,NES
85,,Higemau Makaijima: Nanatsu no Shima Daibouken,,,,,,,,,Action,NES
86,,Hiryu no Ken II: Dragon no Tsubasa,,,,,,,29th Jul 88,,Action,NES
87,,Hiryu no Ken III: 5 Nin no Ryuu Senshi,,,,,,,06th Jul 90,,Action,NES
88,,Hokuto no Ken,,,,,,,10th Aug 86,,Action,NES
89,,Home Alone,,,,,,,01st Oct 91,,Action,NES
90,,Home Alone 2: Lost in New York,,,,,,,01st Oct 92,,Action,NES
91,,Hostage: Rescue Mission,,,,,,,,,Action,NES
92,,Ikari III: The Rescue,,,,,,,01st Feb 91,,Action,NES
93,,Impossible Mission-II,,,,,,,01st Jan 90,,Action,NES
94,,Indiana Jones and the Last Crusade (Taito),,,,,,,02nd Mar 91,,Action,NES
95,,Indiana Jones and the Last Crusade (Ubi Soft),,,,,,,01st Dec 93,,Action,NES
96,,Jackal,,,,,,,15th Sep 88,,Action,NES
97,,Jaws,,,,,,,01st Nov 87,,Action,NES
98,,Joshua & the Battle of Jericho,,,,,,,01st Jan 92,,Action,NES
99,,Kai no Bouken: The Quest of Ki,,,,,,,22nd Jul 88,,Action,NES
100,,Kamen Rider Black: Taiketsu Shadow Moon (FDS),,,,,,,15th Apr 88,,Action,NES
101,,Kamen Rider Club: Gekitotsu Shocker Land,,,,,,,03rd Feb 88,,Action,NES
102,,Kero Kero Keroppi no Daibouken,,,,,,,29th Mar 91,,Action,NES
103,,Kero Kero Keroppi no Daibouken 2: Donuts Ike ha Oosawagi!,,,,,,,19th Feb 93,,Action,NES
104,,KickMaster,,,,,,,01st Jan 92,,Action,NES
105,,Knight Lore: Majou no Ookami Otoko (FDS),,,,,,,19th Dec 86,,Action,NES
106,,Kung-Fu Heroes,,,,,,,01st Mar 89,,Action,NES
107,,Last Action Hero,,,,,,,01st Oct 93,,Action,NES
108,,Lupin Sansei: Pandora no Isan,,,,,,,06th Nov 87,,Action,NES
109,,Mad Max,,,,,,,01st Jul 90,,Action,NES
110,,MagMax,,,,,,,01st Oct 88,,Action,NES
111,,Metal Storm,,,,,,,01st Feb 91,,Action,NES
112,,MetalMech: Man & Machine,,,,,,,01st Mar 91,,Action,NES
113,,Mighty Final Fight,,,,,,,01st Jul 93,,Action,NES
114,,Mission: Impossible,,,,,,,01st Sep 90,,Action,NES
115,,Mugen Senshi Valis,,,,,,,21st Aug 87,,Action,NES
116,,Nankoku Shirei!! Spy vs Spy,,,,,,,27th Mar 87,,Action,NES
117,,New Ghostbusters II,,,,,,,01st Jan 90,,Action,NES
118,,P.O.W.: Prisoners of War,,,,,,,01st Sep 89,,Action,NES
119,,Paperboy,,,,,,,01st Dec 88,,Action,NES
120,,Paperboy 2,,,,,,,01st Apr 92,,Action,NES
121,,Platoon,,,,,,,14th Jan 88,,Action,NES
122,,Predator,,,,,,,01st Apr 89,,Action,NES
123,,Raid 2020,,,,,,,01st Jan 89,,Action,NES
124,,Rampage,,,,,,,01st Dec 88,,Action,NES
125,,Renegade,,,,,,,01st Jan 88,,Action,NES
126,,River City Ransom,,,,,,,01st Jan 90,,Action,NES
127,,Road Runner,,,,,,,01st Jan 89,,Action,NES
128,,Robin Hood: Prince of Thieves,,,,,,,01st Nov 91,,Action,NES
129,,Robo Warrior,,,,,,,01st Dec 88,,Action,NES
130,,Rocket Ranger,,,,,,,01st Jun 90,,Action,NES
131,,Sakigake!! Otokojuku: Shippu Ichi Gou Sei,,,,,,,03rd Mar 89,,Action,NES
132,,Seicross,,,,,,,,,Action,NES
133,,Snake's Revenge,,,,,,,01st Apr 90,,Action,NES
134,,Solar Jetman: Hunt for the Golden Warpship,,,,,,,01st Oct 90,,Action,NES
135,,Space Hunter,,,,,,,25th Sep 86,,Action,NES
136,,Space Shuttle Project,,,,,,,01st Nov 91,,Action,NES
137,,Splatterhouse: Wanpaku Graffiti,,,,,,,31st Jul 89,,Action,NES
138,,Star Trek: The Next Generation,,,,,,,01st Sep 93,,Action,NES
139,,Star Voyager,,,,,,,01st Sep 87,,Action,NES
140,,Star Wars (Japan),,,,,,,04th Dec 87,,Action,NES
141,,Street Cop,,,,,,,01st Jun 89,,Action,NES
142,,Street Fighter 2010: The Final Fight,,,,,,,03rd Aug 90,,Action,NES
143,,Super Glove Ball,,,,,,,01st Oct 90,,Action,NES
144,,Swamp Thing,,,,,,,01st Dec 92,,Action,NES
145,,Target: Renegade,,,,,,,01st Mar 90,,Action,NES
146,,The Adventures of Bayou Billy,,,,,,,01st Jun 89,,Action,NES
147,,The Battle of Olympus,,,,,,,01st Dec 89,,Action,NES
148,,The Karate Kid,,,,,,,01st Nov 87,,Action,NES
149,,The Lone Ranger,,,,,,,01st Aug 91,,Action,NES
150,,The Mafat Conspiracy,,,,,,,01st Jan 90,,Action,NES
151,,The Punisher,,,,,,,01st Nov 90,,Action,NES
152,,The Ren & Stimpy Show: Buckaroo$!,,,,,,,01st Nov 93,,Action,NES
153,,The Three Stooges,,,,,,,01st Oct 89,,Action,NES
154,,The Ultimate Stuntman,,,,,,,01st Jan 90,,Action,NES
155,,The Uncanny X-Men,,,,,,,01st Dec 89,,Action,NES
156,,Time Lord,,,,,,,01st Sep 90,,Action,NES
157,,Titan,,,,,,,10th Aug 90,,Action,NES
158,,Toobin',,,,,,,01st Jan 89,,Action,NES
159,,Toxic Crusaders,,,,,,,01st Apr 92,,Action,NES
160,,Ultraman 2: Shutsugeki Katoku Tai!! (FDS),,,,,,,18th Dec 87,,Action,NES
161,,Ultraman Club: Kaijuu Dai Kessen!!,,,,,,,25th Dec 92,,Action,NES
162,,Ultraman Club: Supokon Fight!,,,,,,,23rd Apr 93,,Action,NES
163,,Ultraman: Kaijuu Teikoku no Gyakushuu (FDS),,,,,,,29th Jan 87,,Action,NES
164,,Vice: Project Doom,,,,,,,01st Nov 91,,Action,NES
165,,Vindicators,,,,,,,01st Jan 88,,Action,NES
166,,Wagyan Land,,,,,,,09th Feb 89,,Action,NES
167,,Wagyan Land 2,,,,,,,14th Dec 90,,Action,NES
168,,Wagyan Land 3,,,,,,,08th Dec 92,,Action,NES
169,,Wally Bear and the No! gang,,,,,,,01st Jan 92,,Action,NES
170,,Warpman,,,,,,,12th Jul 85,,Action,NES
171,,Who Framed Roger Rabbit,,,,,,,01st Sep 89,,Action,NES
172,,Wizards & Warriors III - Kuros: Visions of Power,,,,,,,01st Mar 92,,Action,NES
173,,Wolverine,,,,,,,01st Oct 91,,Action,NES
174,,Xenophobe,,,,,,,01st Dec 88,,Action,NES
175,,Youkai Douchuuki,,,,,,,24th Jun 88,,Action,NES
176,,Hell Fighter,,,,,,,,,Action,NES
177,,Little Red Hood,,,,,,,,,Action,NES
178,,The Legend Of Prince Valiant,,,,,,,,,Action,NES
1,,The Legend of Zelda,,6.51m,3.74m,0.93m,1.69m,0.14m,22nd Aug 87,,Adventure,NES
2,,Zelda II: The Adventure of Link,,4.38m,2.19m,0.50m,1.61m,0.08m,01st Sep 88,,Adventure,NES
3,,Metroid,,2.73m,1.33m,0.31m,1.04m,0.05m,15th Aug 87,,Adventure,NES
4,,Akira,,,,,,,24th Dec 88,,Adventure,NES
5,,Ankoku Shinwa: Yamato Takeru Densetsu,,,,,,,24th Mar 89,,Adventure,NES
6,,Conquest of the Crystal Palace,,,,,,,01st Dec 90,,Adventure,NES
7,,Cool World,,,,,,,01st Jun 93,,Adventure,NES
8,,Day Dreamin' Davey,,,,,,,01st Jun 92,,Adventure,NES
9,,Deja Vu,,,,,,,01st Dec 90,,Adventure,NES
10,,Dr. Chaos,,,,,,,01st Nov 88,,Adventure,NES
11,,Erika to Satoru no Yume Bouken,,,,,,,27th Sep 88,,Adventure,NES
12,,Famicom Mukashi Banashi: Shin Oniga Shima - Kouhen (FDS),,,,,,,30th Sep 87,,Adventure,NES
13,,Famicom Mukashi Banashi: Shin Oniga Shima - Zenpen (FDS),,,,,,,04th Sep 87,,Adventure,NES
14,,Famicom Mukashi Banashi: Yuuyuuki - Kouhen (FDS),,,,,,,14th Nov 89,,Adventure,NES
15,,Famicom Mukashi Banashi: Yuuyuuki - Zenpen (FDS),,,,,,,14th Oct 89,,Adventure,NES
16,,Famicom Tantei Club Part II: Ushiro ni Tatsu Shoujo (FDS),,,,,,,23rd May 89,,Adventure,NES
17,,Famicom Tantei Club: Kieta Koukeisha (FDS),,,,,,,27th Apr 88,,Adventure,NES
18,,Fire´n Ice,,,,,,,01st Mar 93,,Adventure,NES
19,,Flying Dragon: The Secret Scroll,,,,,,,01st Aug 89,,Adventure,NES
20,,Gargoyle's Quest II,,,,,,,01st Oct 92,,Adventure,NES
21,,Ghoul School,,,,,,,01st Mar 92,,Adventure,NES
22,,Idol Hakkenden,,,,,,,14th Sep 89,,Adventure,NES
23,,Idol Hotline: Nakayama Miho no Tokimeki High School (FDS),,,,,,,19th Dec 87,,Adventure,NES
24,,Jesus: Kyōfu no Bio-Monster,,,,,,,17th Mar 89,,Adventure,NES
25,,Kieta Princess (FDS),,,,,,,20th Dec 86,,Adventure,NES
26,,King's Quest V,,,,,,,01st Jun 92,,Adventure,NES
27,,Koneko Monogatari: The Adventures of Chatran (FDS),,,,,,,19th Sep 86,,Adventure,NES
28,,Linus Spacehead's Cosmic Crusade,,,,,,,,,Adventure,NES
29,,Maison Ikkoku: Omoi no Photograph,,,,,,,21st Jul 88,,Adventure,NES
30,,Maniac Mansion,,,,,,,01st Sep 90,,Adventure,NES
31,,Metal Gear,,,,,,,01st Jun 88,,Adventure,NES
32,,Metal Slader Glory,,,,,,,30th Aug 91,,Adventure,NES
33,,Metroid (FDS),,,,,,,06th Aug 86,,Adventure,NES
34,,Nightshade,,,,,,,01st Jan 91,,Adventure,NES
35,,Osomatsu-kun: Back to Zami no Deppa,,,,,,,08th Dec 89,,Adventure,NES
36,,Pinball Quest,,,,,,,01st Jun 90,,Adventure,NES
37,,Portopia Renzoku Satsujin Jiken,,,,,,,25th Nov 85,,Adventure,NES
38,,Portpia Renzoku Satsujin Jiken,,,,,,,29th Nov 85,,Adventure,NES
39,,Princess Tomato in the Salad Kingdom,,,,,,,01st Feb 91,,Adventure,NES
40,,Ripple Island,,,,,,,23rd Jan 88,,Adventure,NES
41,,Rokudenashi Blues,,,,,,,29th Oct 93,,Adventure,NES
42,,Sanma no Meitantei,,,,,,,02nd Apr 87,,Adventure,NES
43,,Shadowgate,,,,,,,01st Dec 89,,Adventure,NES
44,,Star Trek: 25th Anniversary,,,,,,,01st Feb 92,,Adventure,NES
45,,StarTropics,,,,,,,01st Dec 90,,Adventure,NES
46,,SWAT: Special Weapons and Tactics,,,,,,,11th Sep 87,,Adventure,NES
47,,Takeshi no Chousenjou,,,,,,,10th Dec 86,,Adventure,NES
48,,Tantei Jinguuji Saburo: Toki no Sugiyuku Mama ni,,,,,,,28th Sep 90,,Adventure,NES
49,,The Adventures of Gilligan's Island,,,,,,,01st Jul 90,,Adventure,NES
50,,The Fantastic Adventures of Dizzy,,,,,,,01st Jan 93,,Adventure,NES
51,,The Hyrule Fantasy: Zelda no Densetsu (FDS),,,,,,,21st Feb 86,,Adventure,NES
52,,The Last Ninja,,,,,,,01st Feb 91,,Adventure,NES
53,,The Legend of Zelda 2: Link no Bouken (FDS),,,,,,,14th Jan 87,,Adventure,NES
54,,Time Twist: Rekishi no Katasumi de... (FDS),,,,,,,26th Jul 91,,Adventure,NES
55,,Uninvited,,,,,,,01st Jun 91,,Adventure,NES
56,,Zoda's Revenge: StarTropics II,,,,,,,01st Mar 94,,Adventure,NES
1,,Mahjong,,2.14m,0.01m,,2.13m,0.00m,27th Aug 83,,Misc,NES
2,,Pinball,,1.85m,0.80m,0.19m,0.83m,0.03m,18th Oct 85,,Misc,NES
3,,4 Nin uchi Mahjong,,1.45m,,,1.45m,0.00m,02nd Nov 84,,Misc,NES
4,,6 in 1,,,,,,,01st Jan 92,,Misc,NES
5,,Action 52,,,,,,,01st Jan 91,,Misc,NES
6,,After Burner II,,,,,,,30th Mar 89,,Misc,NES
7,,Ai Sensei no Oshiete: Watashi no Hoshi,,,,,,,26th Mar 93,,Misc,NES
8,,America Oudan Ultra-Quiz: Shijou Saidai no Tatakai,,,,,,,29th Nov 91,,Misc,NES
9,,Anticipation,,,,,,,01st Nov 88,,Misc,NES
10,,Archon,,,,,,,01st Dec 89,,Misc,NES
11,,Bass Masters Classic: Pro Edition,,,,,,,01st Jan 93,,Misc,NES
12,,Bible Buffet,,,,,,,01st Jan 93,,Misc,NES
13,,Blackjack,,,,,,,01st Jan 92,,Misc,NES
14,,Caesars Palace,,,,,,,01st Jan 92,,Misc,NES
15,,Casino Kid,,,,,,,01st Oct 89,,Misc,NES
16,,Casino Kid II,,,,,,,01st Apr 93,,Misc,NES
17,,Chibi Maruko-Chan: Uki Uki Shopping,,,,,,,04th Oct 91,,Misc,NES
18,,Classic Concentration,,,,,,,01st Sep 90,,Misc,NES
19,,Color a Dinosaur,,,,,,,01st Jul 93,,Misc,NES
20,,Dance Aerobics,,,,,,,01st Mar 89,,Misc,NES
21,,Donkey Kong Jr. Math,,,,,,,18th Oct 85,,Misc,NES
22,,Double Dare,,,,,,,01st Apr 90,,Misc,NES
23,,Famicom Igo Nyuumon,,,,,,,29th Nov 91,,Misc,NES
24,,Famicom Shogi: Ryuu-Ou-Sen,,,,,,,15th Feb 91,,Misc,NES
25,,Family Feud,,,,,,,01st May 91,,Misc,NES
26,,Family Mahjong,,,,,,,11th Aug 87,,Misc,NES
