Pos,Game,Game.1,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Unnamed: 10_level_2,Genero,Plataforma
55,,SteamWorld Dig: A Fistful of Dirt,,,,,,,18th Mar 14,,Platform,PS4
56,,Strider (2014) Read the review,,,,,,,18th Feb 14,,Platform,PS4
57,,Tembo the Badass Elephant,,,,,,,21st Jul 15,,Platform,PS4
58,,The Last Tinker: City of Colors,,,,,,,19th Aug 14,,Platform,PS4
59,,Unravel,,,,,,,09th Feb 16,,Platform,PS4
60,,Wondership Q,,,,,,,31st Dec 20,,Platform,PS4
61,,A Hat in Time,,,,,,,05th Dec 17,,Platform,PS4
62,,Aeon Drive,,,,,,,,,Platform,PS4
63,,Aerial_Knight's We Never Yield,,,,,,,,,Platform,PS4
64,,Alex Kidd in Miracle World DX,,,,,,,,,Platform,PS4
65,,Astral Ascent,,,,,,,,,Platform,PS4
66,,Azure Striker Gunvolt 2,,,,,,,23rd Apr 20,,Platform,PS4
67,,Balan Wonderworld,,,,,,,01st Dec 21,,Platform,PS4
68,,Bard's Gold,,,,,,,17th Jun 16,,Platform,PS4
69,,Berserk Boy,,,,,,,,,Platform,PS4
70,,Blackhole: Complete Edition,,,,,,,08th Aug 17,,Platform,PS4
71,,Bloodstained: Curse of the Moon,,,,,,,,,Platform,PS4
72,,Bomb Rush Cyberfunk,,,,,,,,,Platform,PS4
73,,Bouncy Bullets,,,,,,,12th Jul 19,,Platform,PS4
74,,Bound,,,,,,,16th Aug 16,,Platform,PS4
75,,Bubsy: Paws on Fire!,,,,,,,16th May 19,,Platform,PS4
76,,Celeste,,,,,,,25th Jan 18,,Platform,PS4
77,,Crash Bandicoot 4: It’s About Time,,,,,,,02nd Oct 20,,Platform,PS4
78,,Cuphead - The Delicious Last Course,,,,,,,,,Platform,PS4
79,,Cyber Shadow,,,,,,,01st Dec 20,,Platform,PS4
80,,de Blob,,,,,,,14th Nov 17,,Platform,PS4
81,,de Blob 2,,,,,,,27th Feb 18,,Platform,PS4
82,,Demon Turf,,,,,,,,,Platform,PS4
83,,Disney Epic Mickey: Rebrushed,,,,,,,,,Platform,PS4
84,,Elypse,,,,,,,,,Platform,PS4
85,,Exception,,,,,,,13th Aug 19,,Platform,PS4
86,,Felix the Cat,,,,,,,,,Platform,PS4
87,,FOX n FORESTS,,,,,,,,,Platform,PS4
88,,Freedom Planet,,,,,,,21st Mar 17,,Platform,PS4
89,,Gargoyles Remastered,,,,,,,,,Platform,PS4
90,,Ghost Parade,,,,,,,,,Platform,PS4
91,,GRIS Read the review,,,,,,,26th Nov 19,,Platform,PS4
92,,Hoa,,,,,,,,,Platform,PS4
93,,Hue,,,,,,,,,Platform,PS4
94,,Ice Age: Scrat's Nutty Adventure,,,,,,,18th Oct 19,,Platform,PS4
95,,Jak 3,,,,,,,28th Nov 17,,Platform,PS4
96,,Jak and Daxter: The Precursor Legacy,,,,,,,22nd Aug 17,,Platform,PS4
97,,Jak II,,,,,,,28th Nov 17,,Platform,PS4
98,,Kao the Kangaroo,,,,,,,,,Platform,PS4
99,,Kao the Kangaroo - Bend The Rool'es,,,,,,,,,Platform,PS4
100,,Kao the Kangaroo - Oh! Well,,,,,,,,,Platform,PS4
101,,La-Mulana 2,,,,,,,31st Dec 20,,Platform,PS4
102,,Lifeless Moon,,,,,,,,,Platform,PS4
103,,Little Nightmares 2,,,,,,,11th Feb 21,,Platform,PS4
104,,Little Nightmares 3,,,,,,,,,Platform,PS4
105,,LocoRoco 2 Remastered,,,,,,,09th Dec 17,,Platform,PS4
106,,LUNARK,,,,,,,,,Platform,PS4
107,,Mad Rat Dead,,,,,,,30th Oct 20,,Platform,PS4
108,,Mega Man Zero/ZX Legacy Collection,,,,,,,25th Feb 20,,Platform,PS4
109,,Mighty Switch Force! Collection,,,,,,,,,Platform,PS4
110,,Momodora: Reverie Under the Moonlight,,,,,,,16th Mar 17,,Platform,PS4
111,,"Neko Ghost, Jump!",,,,,,,01st Dec 20,,Platform,PS4
112,,New Joe & Mac - Caveman Ninja,,,,,,,,,Platform,PS4
113,,New Super Lucky's Tale,,,,,,,21st Aug 20,,Platform,PS4
114,,Newt One,,,,,,,30th Aug 19,,Platform,PS4
115,,Nine Sols,,,,,,,26th Nov 24,,Platform,PS4
116,,Ninja 1987,,,,,,,,,Platform,PS4
117,,Oddworld: Soulstorm Read the review,,,,,,,01st Dec 21,,Platform,PS4
118,,OkunoKA Madness,,,,,,,,,Platform,PS4
119,,Pac-Man World Re-Pac,,,,,,,,,Platform,PS4
120,,Parasol Stars: The Story of Bubble Bobble III,,,,,,,,,Platform,PS4
121,,Prince of Persia: The Lost Crown,,,,,,,,,Platform,PS4
122,,Projection: First Light,,,,,,,29th Sep 20,,Platform,PS4
123,,Promenade,,,,,,,,,Platform,PS4
124,,Psychonauts 2,,,,,,,31st Dec 20,,Platform,PS4
125,,Pumpkin Jack,,,,,,,,,Platform,PS4
126,,Raccoo Venture,,,,,,,,,Platform,PS4
127,,Rocket Knight Adventures: Re-Sparked,,,,,,,,,Platform,PS4
128,,Rolling Bob,,,,,,,,,Platform,PS4
129,,Rugrats: Adventures in Gameland,,,,,,,,,Platform,PS4
130,,Sackboy: A Big Adventure,,,,,,,12th Nov 20,,Platform,PS4
131,,SCHiM,,,,,,,,,Platform,PS4
132,,ScourgeBringer,,,,,,,,,Platform,PS4
133,,Shadow of the Ninja - Reborn,,,,,,,,,Platform,PS4
134,,Shantae,,,,,,,,,Platform,PS4
135,,Shantae and the Seven Sirens,,,,,,,28th May 20,,Platform,PS4
136,,Shantae: Risky's Revenge,,,,,,,23rd Jun 15,,Platform,PS4
137,,Shantae: Risky's Revenge Director's Cut,,,,,,,23rd Jun 15,,Platform,PS4
138,,Shovel Knight: King of Cards,,,,,,,,,Platform,PS4
139,,Shovel Knight: Treasure Trove,,,,,,,09th Apr 19,,Platform,PS4
140,,Sonic Colors Ultimate,,,,,,,,,Platform,PS4
141,,Sonic Frontiers,,,,,,,,,Platform,PS4
142,,Sonic Origins,,,,,,,23rd Jun 22,,Platform,PS4
143,,Sonic Origins Plus,,,,,,,,,Platform,PS4
144,,Sonic Superstars,,,,,,,,,Platform,PS4
145,,Sonic X Shadow Generations,,,,,,,,,Platform,PS4
146,,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,,,,,,,23rd Jun 20,,Platform,PS4
147,,Super Meat Boy Forever,,,,,,,26th Dec 20,,Platform,PS4
148,,Super Monkey Ball: Banana Blitz HD,,,,,,,29th Oct 19,,Platform,PS4
149,,Super Monkey Ball: Banana Mania,,,,,,,,,Platform,PS4
150,,Super Skull Smash GO! 2 Turbo,,,,,,,17th Jul 18,,Platform,PS4
151,,The Cub,,,,,,,,,Platform,PS4
152,,The Disney Afternoon Collection,,,,,,,,,Platform,PS4
153,,The Messenger,,,,,,,19th Mar 19,,Platform,PS4
154,,Trine 2: Complete Story,,,,,,,15th Nov 13,,Platform,PS4
155,,Umihara Kawase Fresh!,,,,,,,01st Dec 19,,Platform,PS4
156,,Unravel Two,,,,,,,09th Jun 18,,Platform,PS4
157,,Unravel Yarny Bundle,,,,,,,24th Jul 18,,Platform,PS4
158,,Vigil: The Longest Night,,,,,,,01st Dec 20,,Platform,PS4
159,,Volgarr the Viking II,,,,,,,,,Platform,PS4
160,,Whipseey and the Lost Atlas,,,,,,,,,Platform,PS4
161,,Wonder Boy Anniversary Collection,,,,,,,,,Platform,PS4
162,,Wonder Boy: Asha in Monster World,,,,,,,,,Platform,PS4
163,,Worldless,,,,,,,,,Platform,PS4
164,,Xenon Valkyrie+,,,,,,,20th Feb 18,,Platform,PS4
165,,Yooka-Laylee and the Impossible Lair,,,,,,,08th Oct 19,,Platform,PS4
1,,Tetris Effect,,0.25m,0.19m,0.01m,0.01m,0.05m,09th Nov 18,,Puzzle,PS4
2,,Angry Birds: Star Wars,,0.23m,0.11m,0.09m,,0.04m,15th Nov 13,,Puzzle,PS4
3,,Bendy and the Ink Machine,,0.18m,0.15m,,,0.03m,20th Nov 18,,Puzzle,PS4
4,,Puyo Puyo Tetris,,0.10m,0.05m,0.03m,,0.02m,25th Apr 17,,Puzzle,PS4
5,,Super Bomberman R,,0.06m,0.03m,,0.03m,0.01m,12th Jun 18,,Puzzle,PS4
6,,The Talos Principle,,0.04m,,0.04m,,0.01m,13th Oct 15,,Puzzle,PS4
7,,Lumo Read the review,,0.04m,0.03m,,,0.01m,30th Aug 16,,Puzzle,PS4
8,,Marvel Pinball: Epic Collection Volume 1,,0.04m,0.03m,,,0.01m,08th Nov 16,,Puzzle,PS4
9,,Tumblestone,,0.03m,0.02m,,,0.01m,01st Nov 16,,Puzzle,PS4
10,,Tricky Towers,,0.02m,0.02m,,,0.00m,17th Nov 17,,Puzzle,PS4
11,,The Inner World: The Last Wind Monk,,0.02m,0.02m,,,0.00m,24th Oct 17,,Puzzle,PS4
12,,Toki Tori 2+,,0.00m,,0.00m,,0.00m,07th Jun 16,,Puzzle,PS4
13,,Hitman GO,,,,,,,23rd Feb 16,,Puzzle,PS4
14,,Peggle 2,,,,,,,14th Oct 14,,Puzzle,PS4
15,,Pneuma: Breath of Life Read the review,,,,,,,07th Jul 15,,Puzzle,PS4
16,,Sparkle 2,,,,,,,20th May 14,,Puzzle,PS4
17,,Tetris Ultimate,,,,,,,16th Dec 14,,Puzzle,PS4
18,,Tiny Brains Read the review,,,,,,,03rd Dec 13,,Puzzle,PS4
19,,Unmechanical,,,,,,,10th Feb 15,,Puzzle,PS4
20,,Active Neurons 3 - Wonders Of The World,,,,,,,,,Puzzle,PS4
21,,7th Sector,,,,,,,05th Feb 20,,Puzzle,PS4
22,,A Boy and His Blob: Retro Collection,,,,,,,,,Puzzle,PS4
23,,ACA NEOGEO Gururin,,,,,,,08th Jun 18,,Puzzle,PS4
24,,ACA NEOGEO MAGICAL DROP II,,,,,,,20th Jun 17,,Puzzle,PS4
25,,ACA NEOGEO MAGICAL DROP III,,,,,,,06th Jun 18,,Puzzle,PS4
26,,ACA NEOGEO PUZZLED,,,,,,,31st Aug 17,,Puzzle,PS4
27,,Alphaset by POWGI,,,,,,,,,Puzzle,PS4
28,,American Arcadia,,,,,,,,,Puzzle,PS4
29,,ATONE: Heart of the Elder Tree,,,,,,,,,Puzzle,PS4
30,,Braid: Anniversary Edition,,,,,,,,,Puzzle,PS4
31,,Breakout Beyond,,,,,,,,,Puzzle,PS4
32,,Catherine: Full Body,,,,,,,03rd Sep 19,,Puzzle,PS4
33,,Crossovers by POWGI,,,,,,,16th Apr 19,,Puzzle,PS4
34,,Crypto by POWGI,,,,,,,,,Puzzle,PS4
35,,Crystal Crisis,,,,,,,,,Puzzle,PS4
36,,Death Coming,,,,,,,26th Feb 19,,Puzzle,PS4
37,,Degrees of Separation,,,,,,,,,Puzzle,PS4
38,,Deponia,,,,,,,15th Nov 16,,Puzzle,PS4
39,,Deponia Doomsday,,,,,,,27th Feb 19,,Puzzle,PS4
40,,Energy Cycle Edge,,,,,,,,,Puzzle,PS4
41,,Energy Invasion,,,,,,,,,Puzzle,PS4
42,,Enigmatis 2: The Mists Of Ravenwood,,,,,,,30th May 17,,Puzzle,PS4
43,,Enigmatis 3: The Shadow Of Karkhala,,,,,,,06th Apr 18,,Puzzle,PS4
44,,Enigmatis: The Ghosts Of Maple Creek,,,,,,,24th Jan 17,,Puzzle,PS4
45,,Escape Academy,,,,,,,,,Puzzle,PS4
46,,Escape Plan,,,,,,,03rd Dec 13,,Puzzle,PS4
47,,Eternal Threads,,,,,,,,,Puzzle,PS4
48,,FantaVision,,,,,,,14th Dec 15,,Puzzle,PS4
49,,Fifty Words by POWGI,,,,,,,,,Puzzle,PS4
50,,Flowers by POWGI,,,,,,,,,Puzzle,PS4
51,,Freshly Frosted,,,,,,,,,Puzzle,PS4
52,,Ghost Giant,,,,,,,,,Puzzle,PS4
53,,GNOG,,,,,,,02nd May 17,,Puzzle,PS4
54,,Goodbye Deponia,,,,,,,30th Jan 19,,Puzzle,PS4
55,,Harvest Moon: Mad Dash,,,,,,,01st Dec 19,,Puzzle,PS4
56,,Humanity,,,,,,,,,Puzzle,PS4
57,,I Expect You to Die 2,,,,,,,,,Puzzle,PS4
58,,Just a Phrase by POWGI,,,,,,,02nd Mar 20,,Puzzle,PS4
59,,Killer Frequency,,,,,,,,,Puzzle,PS4
60,,Lara Croft Go,,,,,,,,,Puzzle,PS4
61,,Lego Bricktales,,,,,,,,,Puzzle,PS4
62,,Lode Runner Legacy,,,,,,,29th Jan 20,,Puzzle,PS4
63,,Lorelei and the Laser Eyes,,,,,,,,,Puzzle,PS4
64,,Manifold Garden,,,,,,,30th Dec 18,,Puzzle,PS4
65,,Maquette,,,,,,,,,Puzzle,PS4
66,,Melbits World,,,,,,,,,Puzzle,PS4
67,,Memorrha,,,,,,,23rd Sep 19,,Puzzle,PS4
68,,Metropolis: Lux Obscura,,,,,,,,,Puzzle,PS4
69,,Mixups by POWGI,,,,,,,,,Puzzle,PS4
70,,Neon Junctions,,,,,,,07th Jun 19,,Puzzle,PS4
71,,Nightmares From The Deep: The Cursed Heart,,,,,,,02nd Aug 16,,Puzzle,PS4
72,,One Last Breath,,,,,,,,,Puzzle,PS4
73,,One Word by POWGI,,,,,,,,,Puzzle,PS4
74,,Out of Line,,,,,,,,,Puzzle,PS4
75,,Paper Trail,,,,,,,,,Puzzle,PS4
76,,Phogs!,,,,,,,,,Puzzle,PS4
77,,Pile Up! Box by Box,,,,,,,,,Puzzle,PS4
78,,Planet of Lana,,,,,,,,,Puzzle,PS4
79,,Pop-Up Pilgrims Read the review,,,,,,,,,Puzzle,PS4
80,,Puyo Puyo Tetris 2,,,,,,,08th Dec 20,,Puzzle,PS4
81,,Puzzle Bobble 3D: Vacation Odyssey,,,,,,,,,Puzzle,PS4
82,,Radical Rabbit Stew,,,,,,,,,Puzzle,PS4
83,,Return of the Obra Dinn,,,,,,,18th Oct 19,,Puzzle,PS4
84,,Roundout by POWGI,,,,,,,,,Puzzle,PS4
85,,Salary Man Escape VR,,,,,,,26th Jun 18,,Puzzle,PS4
86,,Silt,,,,,,,,,Puzzle,PS4
87,,Sixty Words by POWGI,,,,,,,,,Puzzle,PS4
88,,Slay the Spire,,,,,,,21st May 19,,Puzzle,PS4
89,,Snake Pass,,,,,,,28th Mar 17,,Puzzle,PS4
90,,So Many Me,,,,,,,17th Jul 14,,Puzzle,PS4
91,,Spy Chameleon - RGB Agent,,,,,,,21st Jul 16,,Puzzle,PS4
92,,Statik,,,,,,,,,Puzzle,PS4
93,,Summertime Madness,,,,,,,,,Puzzle,PS4
94,,Superliminal,,,,,,,07th Jul 20,,Puzzle,PS4
95,,TETRA's Escape,,,,,,,,,Puzzle,PS4
96,,Tetris Forever,,,,,,,,,Puzzle,PS4
97,,The Bradwell Conspiracy,,,,,,,,,Puzzle,PS4
98,,The Gardens Between,,,,,,,20th Sep 18,,Puzzle,PS4
99,,The Pedestrian,,,,,,,31st Jan 21,,Puzzle,PS4
100,,The Sojourn,,,,,,,20th Sep 19,,Puzzle,PS4
101,,The Spectrum Retreat,,,,,,,,,Puzzle,PS4
102,,The Turing Test,,,,,,,23rd Jan 17,,Puzzle,PS4
103,,Tic-Tac-Letters by POWGI,,,,,,,,,Puzzle,PS4
104,,Tina's Toy Factory,,,,,,,25th Aug 15,,Puzzle,PS4
105,,Transference Read the review,,,,,,,18th Sep 18,,Puzzle,PS4
106,,Trine 5: A Clockwork Conspiracy,,,,,,,,,Puzzle,PS4
107,,Tumble VR,,,,,,,10th Oct 16,,Puzzle,PS4
108,,Vesta,,,,,,,19th Jan 18,,Puzzle,PS4
109,,White Night,,,,,,,,,Puzzle,PS4
110,,Word Maze by POWGI,,,,,,,,,Puzzle,PS4
111,,Word Search by POWGI,,,,,,,,,Puzzle,PS4
112,,Word Sudoku by POWGI,,,,,,,22nd Oct 18,,Puzzle,PS4
113,,Word Wheel by POWGI,,,,,,,03rd Jun 19,,Puzzle,PS4
114,,Wordbreaker by POWGI,,,,,,,,,Puzzle,PS4
115,,Wordkeeper by POWGI,,,,,,,,,Puzzle,PS4
1,,Gran Turismo Sport,,3.77m,0.63m,2.35m,0.24m,0.54m,17th Oct 17,,Racing,PS4
2,,Driveclub Read the review,,2.37m,0.37m,1.63m,0.02m,0.36m,07th Oct 14,,Racing,PS4
3,,Need for Speed (2015),,2.72m,0.59m,1.66m,0.06m,0.41m,03rd Nov 15,,Racing,PS4
4,,Need for Speed: Payback,,2.18m,0.62m,1.18m,0.04m,0.34m,10th Nov 17,,Racing,PS4
5,,Need for Speed Rivals Read the review,,2.17m,0.75m,1.04m,0.03m,0.35m,15th Nov 13,,Racing,PS4
6,,The Crew,,1.79m,0.44m,1.04m,0.03m,0.27m,02nd Dec 14,,Racing,PS4
7,,Project CARS Read the review,,1.28m,0.29m,0.76m,0.04m,0.19m,12th May 15,,Racing,PS4
8,,The Crew 2,,0.82m,0.22m,0.42m,0.05m,0.12m,29th Jun 18,,Racing,PS4
9,,F1 2016,,0.78m,0.07m,0.56m,0.03m,0.11m,01st Jan 17,,Racing,PS4
10,,WipEout Omega Collection,,0.72m,0.12m,0.49m,,0.11m,06th Jun 17,,Racing,PS4
11,,F1 2015,,0.68m,0.10m,0.45m,0.04m,0.10m,21st Jul 15,,Racing,PS4
12,,F1 2017,,0.62m,0.04m,0.47m,0.02m,0.09m,25th Aug 17,,Racing,PS4
13,,Project CARS 2,,0.55m,0.10m,0.35m,0.02m,0.08m,22nd Sep 17,,Racing,PS4
14,,F1 2018,,0.53m,0.05m,0.39m,0.01m,0.08m,24th Aug 18,,Racing,PS4
15,,DiRT Rally,,0.51m,0.13m,0.30m,,0.08m,05th Apr 16,,Racing,PS4
16,,DiRT 4,,0.49m,0.10m,0.30m,0.02m,0.07m,06th Jun 17,,Racing,PS4
17,,TrackMania Turbo,,0.47m,0.04m,0.35m,,0.07m,22nd Mar 16,,Racing,PS4
18,,Burnout Paradise Remastered Read the review,,0.37m,0.08m,0.22m,0.01m,0.06m,16th Mar 18,,Racing,PS4
19,,Cars 3: Driven to Win,,0.29m,0.06m,0.18m,0.01m,0.04m,13th Jun 17,,Racing,PS4
20,,Driveclub VR,,0.27m,0.12m,0.09m,0.01m,0.04m,13th Oct 16,,Racing,PS4
21,,Ride,,0.24m,0.04m,0.13m,0.03m,0.03m,23rd Jun 15,,Racing,PS4
22,,Micro Machines: World Series,,0.22m,0.03m,0.16m,,0.03m,30th Jun 17,,Racing,PS4
23,,MotoGP 14,,0.20m,0.05m,0.11m,,0.03m,04th Nov 14,,Racing,PS4
24,,MotoGP 15,,0.18m,,0.13m,0.04m,0.02m,24th Jun 15,,Racing,PS4
25,,MXGP 3: The Official Motocross Videogame,,0.17m,0.06m,0.08m,,0.03m,20th Jun 17,,Racing,PS4
26,,TT Isle of Man: Ride on the Edge,,0.17m,0.05m,0.09m,,0.03m,06th Mar 18,,Racing,PS4
27,,Ride 2,,0.16m,0.07m,0.06m,0.01m,0.03m,14th Feb 17,,Racing,PS4
28,,NASCAR Heat Evolution,,0.15m,0.12m,,,0.03m,13th Sep 16,,Racing,PS4
29,,The Crew: Wild Run,,0.14m,,0.12m,,0.02m,17th Nov 15,,Racing,PS4
30,,MXGP 2,,0.14m,0.05m,0.06m,,0.02m,21st Jun 16,,Racing,PS4
31,,MotoGP 17,,0.14m,0.04m,0.07m,,0.02m,11th Jul 17,,Racing,PS4
32,,NASCAR Heat 2,,0.13m,0.11m,,,0.02m,12th Sep 17,,Racing,PS4
33,,Valentino Rossi: The Game,,0.13m,0.05m,0.05m,,0.02m,26th Jul 16,,Racing,PS4
34,,NASCAR Heat 3,,0.13m,0.10m,,,0.02m,07th Sep 18,,Racing,PS4
35,,MX vs ATV All Out,,0.12m,0.09m,0.01m,,0.02m,27th Mar 18,,Racing,PS4
36,,Monster Energy Supercross - The Official Videogame,,0.11m,0.08m,0.01m,,0.02m,13th Feb 18,,Racing,PS4
37,,ATV Drift & Tricks,,0.09m,0.07m,,,0.02m,07th Nov 17,,Racing,PS4
38,,Nickelodeon Kart Racers,,0.09m,0.07m,,,0.02m,23rd Oct 18,,Racing,PS4
39,,Spintires: MudRunner - American Wilds,,0.08m,0.07m,,,0.02m,23rd Oct 18,,Racing,PS4
40,,Gravel,,0.08m,0.06m,,,0.01m,27th Feb 18,,Racing,PS4
41,,Assetto Corsa,,0.08m,,0.06m,0.01m,0.01m,30th Aug 16,,Racing,PS4
42,,WRC 6,,0.08m,0.03m,0.02m,0.01m,0.01m,03rd Mar 17,,Racing,PS4
43,,Ride 3,,0.07m,0.03m,0.03m,,0.01m,30th Nov 18,,Racing,PS4
44,,WRC 7,,0.07m,0.06m,,,0.01m,03rd Oct 17,,Racing,PS4
45,,MX vs ATV Supercross Encore 2017 Track Edition,,0.06m,0.05m,,,0.01m,04th Jan 17,,Racing,PS4
46,,WRC 5: FIA World Rally Championship,,0.06m,,0.05m,,0.01m,24th Nov 15,,Racing,PS4
47,,MXGP Pro,,0.05m,0.04m,,,0.01m,10th Jul 18,,Racing,PS4
48,,Sébastien Loeb Rally EVO,,0.05m,,0.04m,,0.01m,22nd Mar 16,,Racing,PS4
49,,Dakar 18,,0.05m,0.03m,0.01m,,0.01m,25th Sep 18,,Racing,PS4
50,,Monster Jam: Crush It,,0.05m,0.04m,,,0.01m,17th Jan 17,,Racing,PS4
51,,Onrush,,0.05m,0.04m,,,0.01m,05th Jun 18,,Racing,PS4
52,,VR Karts,,0.04m,0.03m,,,0.01m,28th Nov 17,,Racing,PS4
53,,All-Star Fruit Racing,,0.03m,0.03m,,,0.01m,21st Aug 18,,Racing,PS4
54,,Road Rage,,0.03m,0.02m,,,0.01m,14th Nov 17,,Racing,PS4
55,,Baja: Edge of Control HD,,0.03m,0.02m,,,0.01m,14th Sep 17,,Racing,PS4
56,,Redout,,0.02m,0.02m,,,0.00m,29th Aug 17,,Racing,PS4
57,,Trailblazers,,0.02m,0.02m,,,0.00m,08th May 18,,Racing,PS4
58,,FlatOut 4: Total Insanity,,0.02m,0.01m,,,0.00m,05th May 17,,Racing,PS4
59,,GRIP: Combat Racing,,0.01m,0.01m,,,0.00m,06th Nov 18,,Racing,PS4
60,,ATV Renegades,,0.01m,0.01m,,,0.00m,18th Apr 17,,Racing,PS4
61,,V-Rally 4,,0.01m,0.01m,,,0.00m,11th Sep 18,,Racing,PS4
62,,Moto Racer 4,,0.01m,0.01m,,,0.00m,24th Jan 17,,Racing,PS4
63,,Gran Turismo 7,,,,,,,04th Mar 22,,Racing,PS4
64,,Arcade Archives: New Rally-X,,,,,,,,,Racing,PS4
65,,#DRIVE Rally,,,,,,,,,Racing,PS4
66,,ACA NEOGEO OVER TOP,,,,,,,16th May 17,,Racing,PS4
67,,Arcade Archives: Rally-X,,,,,,,,,Racing,PS4
68,,Assetto Corsa Competizione,,,,,,,,,Racing,PS4
69,,Beach Buggy Racing 2: Island Adventure,,,,,,,,,Racing,PS4
70,,Circuit Superstars,,,,,,,,,Racing,PS4
71,,Crash Team Racing Nitro-Fueled,,,,,,,21st Jun 19,,Racing,PS4
72,,Dakar Desert Rally,,,,,,,,,Racing,PS4
73,,Dangerous Driving,,,,,,,09th Apr 19,,Racing,PS4
74,,Dangerous Driving 2,,,,,,,01st Dec 20,,Racing,PS4
75,,DiRT 5,,,,,,,06th Nov 20,,Racing,PS4
76,,DiRT Rally 2.0,,,,,,,26th Feb 19,,Racing,PS4
77,,Driveclub Bikes,,,,,,,27th Oct 15,,Racing,PS4
78,,F1 2019,,,,,,,28th Jun 19,,Racing,PS4
79,,F1 2020,,,,,,,10th Jul 20,,Racing,PS4
80,,F1 2021,,,,,,,14th Jul 21,,Racing,PS4
81,,F1 22,,,,,,,,,Racing,PS4
82,,F1 23,,,,,,,16th Jun 23,,Racing,PS4
83,,F1 24,,,,,,,,,Racing,PS4
84,,Fast & Furious Crossroads,,,,,,,07th Aug 20,,Racing,PS4
85,,Formula Legends,,,,,,,,,Racing,PS4
86,,Garfield Kart: Furious Racing,,,,,,,05th Nov 19,,Racing,PS4
87,,Genso Skydrift,,,,,,,01st Dec 20,,Racing,PS4
88,,Gigantosaurus: Dino Kart,,,,,,,,,Racing,PS4
89,,GRID,,,,,,,11th Oct 19,,Racing,PS4
90,,GRID Legends,,,,,,,,,Racing,PS4
91,,Horizon Chase Turbo,,,,,,,15th May 18,,Racing,PS4
92,,Hot Wheels Unleashed 2: Turbocharged,,,,,,,,,Racing,PS4
93,,Hot Wheels: Rift Rally,,,,,,,,,Racing,PS4
94,,Jak X: Combat Racing,,,,,,,28th Nov 17,,Racing,PS4
95,,Kandagawa Jet Girls,,,,,,,25th Aug 20,,Racing,PS4
96,,Kinetica,,,,,,,17th May 16,,Racing,PS4
97,,LEGO 2K Drive,,,,,,,,,Racing,PS4
98,,Monster Energy Supercross - The Official Videogame 2,,,,,,,08th Feb 19,,Racing,PS4
99,,Monster Energy Supercross - The Official Videogame 3,,,,,,,,,Racing,PS4
100,,Monster Energy Supercross - The Official Videogame 4,,,,,,,,,Racing,PS4
101,,Monster Energy Supercross: The Official Videogame 5,,,,,,,,,Racing,PS4
102,,Monster Jam Showdown,,,,,,,,,Racing,PS4
103,,Monster Jam Steel Titans,,,,,,,25th Jun 19,,Racing,PS4
104,,MotoGP 18,,,,,,,07th Jun 18,,Racing,PS4
105,,MotoGP 19,,,,,,,06th Jun 19,,Racing,PS4
106,,MotoGP 20,,,,,,,23rd Apr 20,,Racing,PS4
107,,MotoGP 21,,,,,,,,,Racing,PS4
108,,MotoGP 22,,,,,,,,,Racing,PS4
109,,MotoGP 23,,,,,,,,,Racing,PS4
110,,MotoGP 24,,,,,,,,,Racing,PS4
111,,MotoGP 25,,,,,,,,,Racing,PS4
112,,Motor Strike,,,,,,,,,Racing,PS4
113,,Music Racer,,,,,,,,,Racing,PS4
114,,Music Racer: Ultimate,,,,,,,,,Racing,PS4
115,,MX vs. ATV Legends,,,,,,,,,Racing,PS4
116,,NASCAR Heat 5,,,,,,,10th Jul 20,,Racing,PS4
117,,Need for Speed Heat,,,,,,,08th Nov 19,,Racing,PS4
118,,NeoSprint,,,,,,,,,Racing,PS4
119,,NHRA Championship Drag Racing: Speed for All,,,,,,,,,Racing,PS4
120,,Nickelodeon Kart Racers 2: Grand Prix,,,,,,,06th Oct 20,,Racing,PS4
121,,Police Chase,,,,,,,,,Racing,PS4
122,,Project CARS 3,,,,,,,28th Aug 20,,Racing,PS4
123,,Radial G Racing Revolved,,,,,,,06th Oct 17,,Racing,PS4
124,,Redout 2,,,,,,,,,Racing,PS4
125,,Ride 4 Read the review,,,,,,,08th Oct 20,,Racing,PS4
126,,Rider's Spirits,,,,,,,,,Racing,PS4
127,,Rocket Racing,,,,,,,,,Racing,PS4
128,,SBK 22,,,,,,,,,Racing,PS4
129,,Star Wars Episode I: Racer,,,,,,,,,Racing,PS4
130,,Street Outlaws 2: Winner Takes All,,,,,,,21st Sep 21,,Racing,PS4
131,,Street Outlaws 2: Winner Takes All - Blazing Freedom Bundle,,,,,,,25th Nov 21,,Racing,PS4
132,,Street Outlaws 2: Winner Takes All - Lizzy Musi Bundle,,,,,,,25th Nov 21,,Racing,PS4
133,,Street Outlaws 2: Winner Takes All - Ryan Martin Bundle,,,,,,,25th Nov 21,,Racing,PS4
134,,Street Outlaws 2: Winner Takes All - Skull Noir Bundle,,,,,,,25th Nov 21,,Racing,PS4
135,,Street Outlaws 2: Winner Takes All - Stargazer Bundle,,,,,,,25th Nov 21,,Racing,PS4
136,,Street Outlaws 2: Winner Takes All - Steel Thunder Bundle,,,,,,,25th Nov 21,,Racing,PS4
